title,houseType,state,position,tags,unitPrice,totalPrice
大悦城·天玺壹号,住宅,在售,宝安区/新安/中国·前海·创业二路与建安一路交汇处西北角（灵芝地铁站A1口）,私属庭院 地铁沿线 近主干道 绿化率高,89000  元/平(均价),
深房传麒尚林,住宅,在售,龙岗区/龙岗双龙/丰田路73号,免费专车 贴心物业 中式建筑 临近高速 现房,37000  元/平(均价),总价322万/套
奥园峯荟,商业类,在售,光明区/公明/公明街道南环大道与振兴路交汇处,低总价 低单价 小户型 公交直达,24000  元/平(均价),总价80万/套
佳兆业城市广场三期,住宅,在售,龙岗区/坂田/坂李大道与宝吉路交汇处,免费专车 品牌房企 自持商业 环线房 近主干道,59000  元/平(均价),
新天CBC,商业类,在售,福田区/石厦/石厦街125号,环线房 现房 购物方便 娱乐丰富,66000  元/平(均价),总价1062万/套
新锦安壹号公馆,住宅,在售,宝安区/宝安中心/新安街道,地铁沿线 公交直达 现房 车位充足,110000  元/平(均价),总价2850万/套
英郡年华三期时光里,商业类,在售,龙岗区/丹竹头/南湾街道,免费专车 小户型 复式 公交直达 近主干道,39000  元/平(均价),总价190万/套
富驰大厦,商业类,在售,龙华区/龙华中心/龙华街道东环二路旁,低单价 小户型 现房 购物方便,41000  元/平(均价),总价160万/套
山海四季城·公园道,住宅,在售,盐田区/盐田港/盐田港后方陆城北山道与盐田路交汇处,小户型 环线房 现房 小型社区,56000  元/平(均价),总价442万/套
前海东岸,住宅,在售,南山区/南头/北环大道与南山大道交汇处,免费专车 近主干道 现房 娱乐丰富 运动健身,84000  元/平(均价),总价1250万/套
朗泓龙园大观,住宅,在售,龙岗区/龙岗双龙/碧新路与新生路交汇处,免费专车 现房 购物方便 娱乐丰富 公园,42000  元/平(均价),总价660万/套
深业东岭,住宅,在售,罗湖区/黄贝岭/深南东路与沿河北路交汇处,免费专车 小户型 环线房 现房 大型社区,75000  元/平(均价),总价260万/套
宝能城,住宅,在售,南山区/大学城/留仙大道以北， 学苑路以南,近主干道 车位充足 绿化率高 娱乐丰富,84000  元/平(均价),总价1327万/套
华润银湖蓝山,住宅,在售,福田区/银湖/北环大道1028号,品牌房企 复式 现房 车位充足,8848  万/套(总价),总价6615万/套
信义嘉御山,住宅,未开盘,龙岗区/坂田/吉华路698号,地铁沿线 公交直达 现房 大型社区,价格待定,
前海观一,商业类,在售,宝安区/新安/创业路与前进路交汇处,免费专车 品牌房企 近主干道 现房 成熟商圈,90000  元/平(均价),总价3015万/套
广兴源圣拿威,住宅,在售,宝安区/碧海/乡碧海中心区海城路南207号,复式 自持商业 现房 大型社区,75000  元/平(均价),总价1100万/套
佳米基尚领公苑,住宅,在售,罗湖区/黄贝岭/罗 湖北斗路与沿河路交汇处,公交直达 现房 小型社区 购物方便,65000  元/平(均价),总价1748万/套
恒地悦山湖花园,住宅,在售,龙岗区/横岗/深圳市龙岗区横岗街道怡锦社区水官高速南面,贴心物业 休闲会所 近主干道 现房,42000  元/平(均价),总价368万/套
卓能雅苑,住宅,在售,龙华区/龙华新区/龙华区布龙公路与油松路交界处,免费专车 小户型 环线房 现房 绿化率高,55000  元/平(均价),总价430万/套
曦湾天馥,住宅,在售,南山区/深圳湾/后海滨路与工业八路交汇处东南角(宝能太古城南区旁),免费专车 私属庭院 环线房 近主干道 现房,165000  元/平(均价),总价2700万/套
奥园翡翠东湾,住宅,在售,坪山区/坪山/深圳市坪山新区坪山街道创景路与金牛东路交汇处,免费专车 贴心物业 近主干道 现房 大型社区,30040  元/平(均价),总价240万/套
又一城,住宅,在售,龙岗区/大运新城/黄阁路与龙平西路交汇处西侧,公交直达 现房 人车分流 配套齐全,50000  元/平(均价),总价590万/套
宝生Midtown,住宅,在售,福田区/石厦/沙头街道石厦北八街6号,免费专车 近主干道 现房 绿化率高 银行,4300  万/套(总价),总价4300万/套
润科华府,住宅,在售,宝安区/曦城/西乡街道洲石路与鹤州四路交汇处西北侧,免费专车 现房 大型社区 购物方便 美食云集,48000  元/平(均价),总价700万/套
深城投中心公馆,住宅,在售,坪山区/坪山/中心区行政二路（坪山实验学校对面）,免费专车 公交直达 近主干道 即将交房 绿化率高,41000  元/平(均价),总价645万/套
宏发前城,住宅,在售,宝安区/西乡/宝安大道和海城路交汇处,地铁沿线 现房 大型社区 购物方便,74000  元/平(均价),
龙光玖钻,写字楼,在售,龙华区/红山/腾龙路与中梅路交汇处,品牌房企 贴心物业 地铁沿线 多轨交汇,50000  元/平(均价),
阳基御龙山,住宅,在售,龙华区/观澜/龙华区福城办事处福前路南侧,免费专车 私属庭院 公交直达 近主干道 现房,47000  元/平(均价),总价530万/套
金洪观荟二期,住宅,在售,龙华区/观澜/悦兴路南侧,现房 小型社区 美食云集,47000  元/平(均价),总价575万/套
塘朗城,商业类,在售,南山区/大学城/留仙大道南侧地铁五号线塘朗站B出口,免费专车 低总价 自持商业 近主干道 现房,65000  元/平(均价),总价552万/套
地铁锦上花园3期,住宅,在售,龙岗区/横岗/龙 岗大道地铁六约站东南侧,地铁沿线 环线房 现房 大型社区,45000  元/平(均价),
深湾汇云中心,写字楼,未开盘,南山区/红树湾/深湾一路与白石四道交汇处东北侧,公交直达 配套齐全 购物方便 休闲广场,价格待定,
明发光明轩,写字楼,在售,光明区/公明/光明根玉路与田寮路交汇处,近主干道 现房 购物方便 娱乐丰富,35000  元/平(均价),
前海卓越时代广场,写字楼,在售,宝安区/宝安中心/宝华路与海天路交汇处东南角(宝安区政府附近),近主干道 现房 成熟商圈 购物方便,949  万/套(总价),
龙光玖钻,商业类,在售,龙华区/红山/中梅路与腾龙路交汇处,免费专车 品牌房企 小户型 地铁沿线 多轨交汇,56500  元/平(均价),总价430万/套
恒邦壹峯,商业类,在售,福田区/华强北/振华路89号,免费专车 低总价 小户型 复式 现房,85000  元/平(均价),总价300万/套
汉京九榕台,别墅,在售,南山区/前海/前海自贸区小南山观山道一号（小南山半山，月亮湾山庄旁）,复式 近主干道 现房 车位充足,180000  元/平(均价),总价7326万/套
悠山美地,住宅,在售,龙华区/龙华中心/布龙路与华繁路交汇处,公交直达 环线房 现房 购物方便,47000  元/平(均价),总价619万/套
远洋新干线二期,底商,在售,龙岗区/龙岗中心城/龙岗大道与植物园路交汇处,低单价 地铁沿线 公交直达 购物方便,41000  元/平(均价),
松茂御龙湾,商业类,在售,宝安区/碧海/银田路与宝怡路交汇处,免费专车 小户型 多轨交汇 环线房 现房,64000  元/平(均价),总价313万/套
同泰时代中心,商业类,在售,宝安区/福永/福永宝 安大道与蚝业路交汇处,低单价 低总价 小户型 地铁沿线,40000  元/平(均价),总价200万/套
福城·前海新纪元,商业类,在售,宝安区/新安/宝民一路与上川路交汇处（107国道出南头关两公里，107国道旁）,免费专车 小户型 地铁沿线 公交直达 现房,62000  元/平(均价),总价355万/套
世茂前海中心,写字楼,在售,南山区/前海/南山临海大道与兴海大道交汇处南侧,品牌房企 近主干道 现房 海景,110000  元/平(均价),
万科云城,底商,在售,南山区/西丽/茶光路与创科路交汇处,小户型 地铁沿线 公交直达 现房,149000  元/平(均价),总价447万/套
公园花半里,住宅,在售,龙岗区/龙岗双龙/碧新路与碧园路的交汇处,免费专车 地铁沿线 公交直达 现房 小型社区,39000  元/平(均价),总价350万/套
中粮祥云,商业类,在售,龙岗区/大运新城/龙岗大道和如意路的交汇处,免费专车 低单价 小户型 地铁沿线 公交直达,35000  元/平(均价),总价160万/套
中粮祥云,写字楼,在售,龙岗区/大运新城/深惠路与如意路交汇处,地铁沿线 公交直达 现房 娱乐丰富,35000  元/平(均价),总价458万/套
满京华云著,住宅,在售,宝安区/松岗/中心北区，107国道与松福大道交汇处,免费专车 休闲会所 地铁沿线 近主干道 现房,680  万/套(总价),总价680万/套
保利达小行星,商业类,在售,宝安区/车公庙/新桥立交东侧（新玉路与新明路交汇处）,免费专车 低单价 低总价 品牌房企 小户型,38000  元/平(均价),总价75万/套
启迪协信科技园,商业类,在售,龙岗区/大运新城/大运新城青春路与飞扬路交界处,低总价 小户型 公交直达 近主干道,37000  元/平(均价),总价114.7万/套
凯旋天玺名庭,住宅,在售,龙岗区/布吉街/金利路与金鹏路交汇处西北侧,免费专车 即将交房 小型社区,55000  元/平(均价),总价480万/套
深城投中心公馆,商业类,在售,坪山区/坪山/中心区行政二路（坪山实验学校对面）,免费专车 低总价 小户型 公交直达 近主干道,38000  元/平(均价),总价80万/套
麓园,住宅,在售,龙岗区/龙岗中心城/黄阁北路龙城高级中学东侧,免费专车 环线房 现房 大型社区 成熟商圈,42000  元/平(均价),总价370万/套
星河盛世,住宅,在售,惠阳/白云新城/惠州市惠阳区白云新城内环路,小户型 大型社区 运动健身 景区,14900  元/平(均价),总价110万/套
畔山悦海花园,住宅,在售,大亚湾/澳头/惠深沿海高速畔山悦海花园,小户型 现房 大型社区,12500  元/平(均价),总价91.25万/套
东能银滩,住宅,在售,大亚湾/大亚湾中心区/广东省惠州市惠阳区霞涌镇霞光西路3号,小户型 小型社区,17000  元/平(均价),总价74.8万/套
牧云溪谷,别墅,在售,惠阳/秋长/龙岗大道与长山路交汇处,大型社区 购物方便 超市 医疗配套,800  万/套(总价),总价960万/套
长通熙园,住宅,在售,惠阳/南站新城/开城大道南148号,小户型 大型社区 娱乐丰富 运动健身,14000  元/平(均价),总价106万/套
中海云麓公馆,住宅,在售,凤岗镇/凤岗镇/光辉大道与城邦大道交叉口西南150米,品牌房企 健身跑道 公交直达 现房,38000  元/平(均价),总价290万/套
嘉宏锦峯,住宅,在售,石龙镇/石龙镇/温泉中路53号,现房 低密居所,16500  元/平(均价),总价176万/套
生源2018,住宅,在售,大亚湾/万达/大亚湾永达路10号,小型社区 购物方便 美食云集 公园,12800  元/平(均价),总价120.9万/套
冠科泊樾湾,商业类,在售,虎门镇/万达/虎门镇358省道龙眼路段37号,小户型 公交直达 配套齐全 购物方便,20000  元/平(均价),总价110万/套
时代英之皇·廊桥,住宅,在售,惠阳/区政府/惠阳南站新城·尧岗路·淡水河畔,品牌房企 小型社区,11900  元/平(均价),总价142.8万/套
浅水湾,住宅,在售,大亚湾/大亚湾中心区/大亚湾霞涌旅游度假区石化大道东段与东环路交接口（泡泡海旁）,,13500  元/平(均价),总价116万/套
小径海岸城花园,住宅,在售,大亚湾/大亚湾中心区/霞涌小径湾,小户型 现房 绿化率高 娱乐丰富,12500  元/平(均价),总价60万/套
合正东部湾,别墅,在售,惠东/惠东县/惠州市惠东县稔山镇亚婆角旅游度假区（广惠高速管理中心出口）,小户型 现房 绿化率高 超市,17000  元/平(均价),总价111万/套
夏日南庭,住宅,在售,大亚湾/比亚迪商圈/大亚湾西区龙山六路与龙海三路交汇处,现房 大型社区 娱乐丰富 美食云集,价格待定,总价116万/套
龙光城,住宅,在售,大亚湾/龙光城/惠州大亚湾西区西南大道88号,现房 绿化率高,16500  元/平(均价),总价145万/套
茂基城市华府,住宅,在售,惠阳/南站新城/惠阳人民六路（中天彩虹城旁）,现房 绿化率高 购物方便 银行,14200  元/平(均价),总价169万/套
三远大爱城,住宅,在售,大亚湾/万达/龙海二路3号（菩提园对面 ）,现房 绿化率高 银行 医疗配套,14200  元/平(均价),总价137万/套
檀悦都喜天丽度假酒店,商业类,在售,惠东/惠东县/港口滨海旅游度假村东山海地段,小户型 现房 美食云集 休闲广场,24000  元/平(均价),总价124.8万/套
碧桂园太东公园上城,住宅,在售,大亚湾/大亚湾中心区/惠州大亚湾西区中兴北路219号,品牌房企 现房 大型社区 购物方便,13800  元/平(均价),总价150万/套
创富豪庭,住宅,在售,大亚湾/比亚迪商圈/西区荷茶地段,现房 小型社区 娱乐丰富 美食云集,16000  元/平(均价),
碧桂园中萃公园,住宅,在售,大亚湾/大亚湾中心区/惠州大亚湾澳头中兴一路1号,公交直达 现房 绿化率高 购物方便,11000  元/平(均价),总价127.6万/套
新祺园,住宅,在售,惠阳/惠阳经济开发区/惠阳淡水北环路与人民路交汇处,小户型 现房 车位充足 娱乐丰富,13500  元/平(均价),总价98.55万/套
德洲城六期,住宅,在售,大亚湾/龙光城/惠州市大亚湾西区樟树埔龙山一路61号,小户型 现房 大型社区 购物方便,17500  元/平(均价),总价136万/套
德洲城一期,住宅,在售,塘厦镇/塘厦镇/塘厦林村林中路1号,公交直达 现房 绿化率高 购物方便,25000  元/平(均价),总价207万/套
星城翠珑湾四期,住宅,在售,寮步镇/寮步/东莞市松山湖北部工业城五路五号,公交直达 现房 小型社区 娱乐丰富,32000  元/平(均价),总价450万/套
小径海岸城花园,商业类,在售,大亚湾/大亚湾中心区/霞涌小径湾,品牌房企 小户型 现房 娱乐丰富,25000  元/平(均价),总价137.5万/套
享海1777,住宅,在售,惠东/惠东县/惠东县港口滨海旅游度假区东山海地段,小户型 现房 低密居所,18000  元/平(均价),总价79.2万/套
翔龙天地,住宅,在售,常平镇/常平镇/东莞常平大道与新城大道交汇处,现房 大型社区 娱乐丰富 运动健身,22000  元/平(均价),总价193万/套
丰泰星御墅,别墅,在售,厚街镇/厚街镇/厚街环湖路33号,公交直达 现房 车位充足 医疗配套,25000  元/平(均价),总价584万/套
丰泰观山碧水凌峰,住宅,在售,厚街镇/厚街镇/环湖路33号,现房 低密居所,18000  元/平(均价),总价166万/套
中信红树山,住宅,在售,黄江镇/黄江镇/东莞市黄江北岸黄江莞深高速公明黄江出口,现房 低密居所 购物方便 美食云集,24000  元/平(均价),总价222万/套
班芙春天,住宅,在售,黄江镇/黄江镇/黄江镇常梅公路西侧,现房 大型社区 银行,24000  元/平(均价),总价245万/套
金地湖山大境,住宅,在售,黄江镇/黄江镇/东莞市黄江北岸黄江莞深高速公明黄江出口,现房 低密居所 购物方便 美食云集,25000  元/平(均价),总价254万/套
碧桂园南站新城,住宅,未开盘,惠阳/南站新城/惠阳淡水南站中路3号（白云六路惠阳一中实验学校对面）,品牌房企 现房 大型社区,14000  元/平(均价),总价172万/套
御蓝湾,住宅,在售,大亚湾/比亚迪商圈/大惠州市大亚湾石化大道西34号（与龙山六路交汇处）,现房 大型社区 购物方便 美食云集,14800  元/平(均价),总价210万/套
凯南莱弗城,住宅,未开盘,大亚湾/龙光城/龙海二路与龙山三路交汇处,现房 大型社区,13500  元/平(均价),总价117.45万/套
风度盛荟,商业类,在售,黄江镇/黄江镇/黄江旧黄江医院对面，富海大道与沿江路交汇处,小户型 现房 娱乐丰富 运动健身,15000  元/平(均价),总价48万/套
金地湖山大境,别墅,在售,黄江镇/黄江镇/东莞市黄江北岸黄江莞深高速公明黄江出口,品牌房企 现房 绿化率高 购物方便,900  万/套(总价),总价1600万/套
松湖时代,住宅,在售,大朗镇/大朗镇/大朗佛新社区聚新三路66号,现房 低密居所,16000  元/平(均价),总价149万/套
建业深干线,住宅,在售,惠阳/南站新城/惠阳区淡水石桥熊老屋村,现房 小型社区 购物方便 娱乐丰富,12800  元/平(均价),总价132万/套
松湖豪庭,住宅,在售,大朗镇/大朗镇/大朗镇升平北路9号,现房 车位充足 购物方便 娱乐丰富,17000  元/平(均价),总价126万/套
礼顿金御海湾,住宅,在售,沙田镇/沙田镇/沙田镇齐沙轮渡路口,现房 绿化率高 银行 休闲广场,15500  元/平(均价),总价198万/套
好益康世纪中心,写字楼,在售,惠阳/区政府/惠阳区淡水街道承修四路,低总价 公交直达 现房 美食云集,18000  元/平(均价),
九洲玉带湾,住宅,在售,惠阳/白云新城/惠阳区秋水街道西湖村地段,小户型 公交直达 现房 小型社区,13800  元/平(均价),总价110万/套
碧桂园山河城,住宅,在售,惠阳/惠阳经济开发区/惠州市惠阳区惠澳大道中建旁碧桂园山河城,品牌房企 现房 绿化率高 运动健身,9500  元/平(均价),总价81.34万/套
海伦堡松湖湾,住宅,在售,东坑镇/东坑镇/东莞市东坑镇沿河西一路,品牌房企 现房 大型社区 配套齐全,16500  元/平(均价),总价147万/套
君跃荃新时代,住宅,在售,大亚湾/大亚湾中心区/中兴北路196号,现房 小型社区 运动健身,14000  元/平(均价),总价169.4万/套
大亚湾碧桂园翡翠山,住宅,在售,大亚湾/万达/大亚湾大道232号,现房 车位充足 购物方便 娱乐丰富,14800  元/平(均价),总价105万/套
汇星商业中心,商业类,在售,石龙镇/石龙镇/东莞市石龙镇王屋洲村,小户型 现房 娱乐丰富 美食云集,13000  元/平(均价),总价68.9万/套
三正瑞士公馆,住宅,在售,凤岗镇/凤岗镇/东莞市凤岗镇雁田村,公交直达 现房 小型社区 购物方便,26000  元/平(均价),总价280万/套
隆腾盛世,住宅,在售,惠阳/秋长/深圳市龙岗大道与惠州市新圩镇东风路交汇处,现房 车位充足 银行 休闲广场,18000  元/平(均价),总价205万/套
佳兆业御龙山,别墅,在售,虎门镇/地标/博文路辅路佳兆业御龙山,品牌房企 现房,26000  元/平(均价),总价910万/套
君汇半岛,住宅,在售,道滘镇/道滘镇/道滘镇道厚路,现房 低密居所 购物方便 美食云集,16500  元/平(均价),总价175万/套
嘉华星际湾,住宅,在售,石龙镇/石龙镇/西湖中路111号（原西湖酒店）,现房 大型社区 购物方便 娱乐丰富,20000  元/平(均价),总价307万/套
天安珑城,住宅,在售,惠阳/区政府/惠州市惠阳区淡水人民四路,公交直达 现房 车位充足 运动健身,15000  元/平(均价),总价127.5万/套
春晖国际城,住宅,在售,塘厦镇/塘厦镇/东莞市塘厦镇林村社区,公交直达 车位充足 绿化率高 购物方便,22000  元/平(均价),总价220万/套
三和国际花园城,住宅,在售,惠阳/惠阳经济开发区/二环路一号,小户型 现房 绿化率高 美食云集,13000  元/平(均价),总价76.44万/套
新昌御园,住宅,在售,惠阳/秋长/惠州市惠阳区新圩镇新丰管理区小碧段,公交直达 现房 小型社区 购物方便,11500  元/平(均价),总价114万/套
卓越东部蔚蓝海岸,住宅,在售,大亚湾/龙光城/惠州大亚湾西区石化大道西66号,公交直达 现房 大型社区 购物方便,15300  元/平(均价),总价154.53万/套
振江凤凰台,住宅,在售,凤岗镇/凤岗镇/凤观路1号,现房 车位充足 银行,23000  元/平(均价),总价270万/套
安华香蜜松湖,住宅,在售,大朗镇/大朗镇/大朗黄草朗社区美怡路62号,低密居所,23000  元/平(均价),总价230万/套
宝晟公馆,住宅,在售,惠城/河南岸/惠州市惠城区龙丰鹅岭南路18号,小户型 现房 小型社区 购物方便,15300  元/平(均价),总价66.56万/套
锦地繁花,住宅,在售,"大亚湾/龙光城/大亚湾石化大道西333, 惠州市大亚湾龙山一路62号（锦绣壹号侧）",复式 现房 大型社区 娱乐丰富,13000  元/平(均价),总价136万/套
合生滨海城,住宅,在售,大亚湾/澳头/惠州大亚湾澳头大涌路15号,现房 低密居所 购物方便 娱乐丰富,12500  元/平(均价),总价105万/套
碧桂园山河城,别墅,在售,惠阳/惠阳经济开发区/惠州市惠阳区惠澳大道中建旁碧桂园山河城,品牌房企 现房 运动健身 医疗配套,16000  元/平(均价),总价100万/套
福泰嘉和园,住宅,在售,惠阳/秋长/新圩镇约场（博深高速约场出口）,公交直达 现房 购物方便 银行,11500  元/平(均价),总价124.2万/套
中信水岸城,住宅,在售,惠城/东平/惠城区东江新城华罗庚中学旁,现房 大型社区 购物方便 美食云集,10600  元/平(均价),总价94万/套
鑫月广场欢乐海湾,住宅,在售,惠城/仲恺/惠州仲恺高新区陈江街道陈江大道中31号,小户型 公交直达 现房 大型社区,13000  元/平(均价),总价99.36万/套
山语龙庭,住宅,在售,惠阳/区政府/惠州市惠阳区淡水东门白云五路中段,现房 绿化率高,11800  元/平(均价),总价94.4万/套
富盈公馆,住宅,在售,惠城/水口/惠城区三环东路鹿江沥南岸（美丽洲旁）,现房 低密居所 配套齐全 购物方便,9900  元/平(均价),总价117万/套
锦绣壹号,住宅,在售,大亚湾/龙光城/惠州市大亚湾西区石化大道西299号,大型社区 购物方便 超市 公园,21000  元/平(均价),总价164万/套
海伦堡爱Me城市,住宅,在售,大亚湾/澳头/大亚湾教育路旁,现房 绿化率高 配套齐全 购物方便,12000  元/平(均价),总价153.6万/套
